,p,m1,m2,m3,m4,s,t,m1_std,m2_std,m3_std,m4_std,s_std,t_std
0,0.0010548523,0.1433333333,0.0205444444,0.0029447037,0.0004220742,38.2062256809,78.426,0.0,0.0,0.0,0.0,0.0,75.69736200565126
1,0.0021097046,0.1432916666337,0.020532858289100002,0.002942286251,0.0004216256285,38.142915354355296,113.787,0.0005974564191293579,0.00016547547348846144,3.43921149664196e-05,6.357201091681602e-06,0.48981287547874836,98.41182102530934
2,0.003164557,0.1431999999678,0.020507349956300002,0.002936959941,0.00042063655589999997,38.0011185763045,173.377,0.0010540925483627354,0.000291949950675811,6.067949439225475e-05,1.1216657017697294e-05,0.8548066326688684,116.65593631906809
3,0.0042194093,0.1431199999686,0.020485072178900002,0.0029323050522000005,0.0004197716153,37.9096712686806,217.434,0.0013189244730003567,0.00036546240795772467,7.599159048799044e-05,1.405309939379736e-05,1.018008479690633,133.8254717940531
4,0.0052742616,0.14303499996920002,0.0204614194016,0.0029273665107000003,0.0004188546496,37.80886576483449,273.458,0.001552620382202122,0.0004302871277819815,8.948378226651027e-05,1.6550349512703118e-05,1.1357030438462983,149.93884050469347
5,0.0063291139,0.1429499999702,0.0204378110686,0.0029224457748000003,0.0004179424368,37.696614071563,323.442,0.0017640075968782204,0.0004884162840294297,0.00010148138995312307,1.8753106479212625e-05,1.2851622583989426,160.86157117559526
6,0.0073839662,0.1428749999709,0.0204170749577,0.0029181432056000003,0.00041714838770000003,37.6029110878253,374.861,0.0019527386276217635,0.000540116927166154,0.00011211067139310402,2.0696921694124746e-05,1.3815656127522924,174.70999187299003
7,0.0084388186,0.1428483333046,0.02040964718,0.0029165901315,0.0004168594932,37.4867086168548,425.881,0.002001222366782915,0.0005532612086074614,0.00011478985047701268,2.1183500074125705e-05,1.527746389107796,183.0558829846649
8,0.0094936709,0.1427583333053,0.0203847360693,0.0029114157706,0.0004159035823,37.3781536344949,478.701,0.0021907017424909517,0.0006053768109232404,0.00012554711877221686,2.3158430561877175e-05,1.6228350209621982,200.6063620913144
9,0.0105485232,0.14263999997280002,0.0203520110698,0.0029046238867,0.00041464979819999997,37.2648273741478,526.881,0.0024181311817014425,0.0006677474624416704,0.0001383842546200801,2.550859151110535e-05,1.696956835179731,208.60295787220537
10,0.0116033755,0.1425083333072,0.0203158638481,0.0028971678268,0.0004132804593,37.1234847548331,577.045,0.0026918516756213994,0.0007393777987700275,0.00015253446015955956,2.8008167976698266e-05,1.8056612072526572,223.9302295866342
11,0.0126582278,0.1424666666411,0.020304261070500002,0.0028947431556,0.0004128298053,37.0541192780946,627.394,0.0027418091558957997,0.0007532281121006985,0.0001554142664934921,2.854046464385346e-05,1.8428965219754758,233.77933086468448
12,0.0137130802,0.1423249999752,0.0202655471821,0.0028867966789,0.0004113778517,36.9501124245421,677.136,0.0030250203128228377,0.000828331483890717,0.0001703940875733348,3.1203701902046636e-05,1.9500749691952928,244.26049761411414
13,0.0147679325,0.1422266666426,0.0202384110713,0.002881176156,0.0004103423007,36.8315421062964,727.787,0.003161707815764597,0.0008658902567287567,0.00017813293132939054,3.262102317656321e-05,2.022760228078823,252.24014891314152
14,0.0158227848,0.14211999997680003,0.0202091888494,0.0028751590266,0.0004092387846,36.6892936923239,777.172,0.003332505723207042,0.0009101084661389058,0.00018677342729203535,3.413093602915411e-05,2.124339632139171,262.87223175190303
15,0.0168776371,0.1419966666445,0.0201753888499,0.0028681987120000004,0.00040796249989999997,36.5527784022595,833.851,0.0035139567781572885,0.0009576536945483762,0.00019617024619004452,3.579058138865322e-05,2.2283111652865633,266.7938825662514
16,0.0179324895,0.1418533333121,0.0201363555171,0.0028602077582,0.0004065051529,36.439214694414396,887.413,0.0037418416661798622,0.0010165489076446445,0.00020764310607364095,3.778703126373703e-05,2.288084243475094,277.4457975922533
17,0.0189873418,0.1417249999797,0.0201013805174,0.0028530459298,0.000405199344,36.3205299725319,939.559,0.003926875449422193,0.0010653541979213678,0.00021733768475675727,3.9505351619481174e-05,2.3465401435098183,285.7790163135936
18,0.0200421941,0.1416033333137,0.02006802774,0.0028461811475,0.0004039420682,36.1896037651046,989.83,0.004066977607379663,0.0011034255180887938,0.0002250988688098197,4.091230503853523e-05,2.4104666162261443,292.11710237762793
19,0.0210970464,0.14147833331430001,0.0200344805181,0.0028394104394,0.0004027242533,36.071481708883894,1041.029,0.004287205708935912,0.0011598226203115456,0.00023597473396944863,4.278429067874646e-05,2.4625837669050314,300.2547569616142
20,0.0221518987,0.1413683333153,0.0200039194075,0.0028330389118,0.0004015428477,35.96554007288481,1090.094,0.004351173127488844,0.00117789783399803,0.00023979795471458677,4.3501911510944444e-05,2.5181252762638717,308.85078269282405
21,0.0232067511,0.1412316666495,0.0199666916303,0.0028254161156,0.00040015249809999997,35.856640614579895,1139.093,0.00450869442543308,0.0012186913759694956,0.0002477673859472829,4.489354418585545e-05,2.5774869949041,318.22503283450595
