,p,m1,m2,m3,m4,s,t,m1_std,m2_std,m3_std,m4_std,s_std,t_std
0,0.00390625,0.09,0.0081,0.000729,6.561e-05,5.1391941392,185.522,0.0,0.0,0.0,0.0,0.0,174.93669244147262
1,0.0078125,0.08984666666709999,0.0080761777777,0.0007261778522000001,6.530843460000001e-05,5.1286476808412,367.353,0.0019385625296230687,0.00028960480106484787,3.308438971613601e-05,3.420585971135467e-06,0.029591261643280138,260.9628709433798
2,0.01171875,0.0896000000011,0.0080379999998,0.000721671112,6.48284371e-05,5.1168953287153,545.35,0.0031384470401836263,0.0004682010784899725,5.340769122962288e-05,5.513407286244831e-06,0.04341901033579842,308.57190429480136
3,0.015625,0.089343333335,0.007998922221899999,0.0007171298162,6.43517821e-05,5.1067075651558,719.765,0.0040875076499390815,0.0006077785596139937,6.908254360129454e-05,7.105174908188088e-06,0.052079415977649805,357.3287360409187
4,0.01953125,0.08901000000249999,0.0079475666662,0.0007110945576,6.371173890000001e-05,5.0959091521804005,896.599,0.0049811020852418035,0.0007405885773046448,8.417226562196115e-05,8.656552819528915e-06,0.0604316684305682,402.8731450096545
5,0.0234375,0.0888800000028,0.007925555555,0.0007082922246000001,6.33938234e-05,5.085756320063,1073.829,0.005091864351750389,0.0007615591371392957,8.710254850215732e-05,9.015440047105597e-06,0.0652791387027709,432.747432227043
6,0.02734375,0.0886600000031,0.0078903555549,0.0007040235581,6.29294472e-05,5.0733763013763005,1246.185,0.005457998280748335,0.0008200052015703331,9.419399919249957e-05,9.78816548050071e-06,0.07349469445510239,465.7149484268119
7,0.03125,0.0881866666704,0.0078188444434,0.0006957645219000001,6.206681560000001e-05,5.064107015679999,1420.05,0.006480606827721167,0.0009661367843756697,0.00011017850261431963,1.1373234149404204e-05,0.08143492808232616,499.65233308166785
8,0.03515625,0.0878633333378,0.0077673222213,0.0006895347074,6.13905515e-05,5.0558055229184005,1606.129,0.006885076758545153,0.0010297168559363413,0.00011782583753822324,1.2202634354788078e-05,0.0840040761755653,542.7803172848403
9,0.0390625,0.0875400000051,0.0077176888877,0.0006837246709,6.0776926e-05,5.0434846331781,1781.007,0.007381854819134133,0.0011024604616807828,0.00012595874176962892,1.302463251873281e-05,0.09101344512918856,568.4249923454487
10,0.04296875,0.08730000000539999,0.0076797111097999995,0.0006791566708999999,6.02829458e-05,5.0329762708129,1967.278,0.007647194950175406,0.0011429297797570129,0.00013070134394544745,1.3528248818406429e-05,0.09421451068184178,599.0153237389458
11,0.046875,0.08703000000580001,0.0076384999984,0.0006743552268000001,5.97777042e-05,5.0236201478082005,2139.868,0.008021436488921289,0.0011968515123733248,0.00013662419028994131,1.4116021146461545e-05,0.09711934711618955,623.1228953575036
12,0.05078125,0.0869000000061,0.007617199998199999,0.0006717115606,5.94835713e-05,5.0115691197598,2323.755,0.00810281775425759,0.0012096684810618621,0.00013816713147356304,1.4283757956039197e-05,0.10052235628905339,652.8755574138678
13,0.0546875,0.0865133333396,0.007558244442199999,0.0006648543759,5.87636864e-05,5.0011774075754,2511.859,0.008588443471242966,0.001279947213439633,0.00014593139053284193,1.5059463259465066e-05,0.10352090968079228,692.8246698423363
14,0.05859375,0.0862233333399,0.0075126111087,0.0006594073761,5.81798594e-05,4.9899075482599,2701.616,0.008844553466290017,0.0013199527332842635,0.0001506721285821355,1.55634916969391e-05,0.10823357416522157,715.2117325424448
15,0.0625,0.0859066666734,0.007464866664,0.0006539045247,5.76063408e-05,4.9759101629344,2882.693,0.009219342984783866,0.0013725850237676365,0.00015633522679248072,1.6116422762947415e-05,0.11459918844552212,746.8745854542094
16,0.06640625,0.0857200000069,0.0074359999972,0.0006505033397000001,5.7245154900000004e-05,4.9638819751262,3066.982,0.00938987591331206,0.0013975017332773334,0.00015912409236117176,1.6399220276996398e-05,0.11759080704073141,773.4993231276147
