,p,m1,m2,m3,m4,s,t,m1_std,m2_std,m3_std,m4_std,s_std,t_std
0,0.001618123,0.136,0.018496,0.002515456,0.000342102,22.8564814815,18.94,0.0,0.0,0.0,0.0,0.0,18.853271489209664
1,0.003236246,0.13515200000000002,0.018293272,0.002478852416,0.0003361872447,22.697122741914498,20.474,0.0052188247845786195,0.0012429823728417034,0.00022357389336823466,3.598907608636323e-05,0.5479469426083747,20.12357528577569
2,0.0048543689,0.133572,0.017915751999999997,0.002410725456,0.0003251842977,22.3820811677123,22.971,0.008622480105118438,0.0020528902534935702,0.0003691032362233291,5.9389390940547076e-05,0.906553850775348,21.97049980910452
3,0.0064724919,0.13199800000000003,0.017539948,0.002342964472,0.0003142503907,22.089087820750198,24.8,0.01079780480415297,0.0025704548179781893,0.0004620937072780315,7.434058550949416e-05,1.0893576511968839,23.227300908790653
4,0.0080906149,0.12964,0.016977439999999996,0.002241627088,0.0002979128518,21.814218555373603,27.139,0.013079811981885738,0.0031127299770957162,0.0005593912365205381,8.99611068852447e-05,1.1783119336770707,24.50722920452826
5,0.0097087379,0.128142,0.016619291999999997,0.00217695396,0.0002874607912,21.5674682676169,29.792,0.014110951596364973,0.0033572624952776923,0.0006031975350702497,9.69862872516715e-05,1.230451575115729,26.145330640753336
6,0.0113268608,0.12717799999999999,0.016388772,0.0021353107279999998,0.00028072670690000004,21.3214424052141,32.442,0.01465411406599045,0.0034852577996392084,0.0006259964134705408,0.0001006236536582501,1.293349122175331,27.797722017268775
7,0.0129449838,0.126308,0.016182408,0.0020983218560000003,0.000274790397,21.065256400051,35.24,0.015130302774963307,0.0035962503697960506,0.0006455920468940246,0.00010372818420027196,1.3134712477760198,28.387219558002418
8,0.0145631068,0.12501400000000001,0.015874884,0.0020431031440000004,0.0002659134212,20.8284647500645,38.242,0.015704471797371444,0.0037303364487086903,0.0006692557338007382,0.00010746778001557797,1.3401546112993001,29.639296953941475
9,0.0161812298,0.123896,0.015609991999999998,0.001995668,0.0002583062921,20.5610349923656,40.772,0.016125545485881007,0.0038274150673834714,0.0006862169461600531,0.00011012833974165588,1.370084796406083,30.500529475704177
10,0.0177993528,0.122868,0.015367216,0.001952340672,0.0002513822683,20.3497700990475,43.909,0.016460301258407098,0.0039046385076238785,0.000699718043511399,0.00011224761445100905,1.3639598750596995,31.78945246914907
11,0.0194174757,0.121828,0.015121455999999998,0.001908429184,0.00024435293559999996,20.1390445748815,47.421,0.016723459274028518,0.003963613149294625,0.0007097377381448281,0.00011377684753250753,1.4044597127107747,34.03613105535378
12,0.0210355987,0.12091800000000001,0.014906028,0.0018698646000000001,0.00023816746089999998,19.9503940493073,50.734,0.016886397674650052,0.003999224761614417,0.0007156308204237353,0.00011465225118463495,1.4242554975710113,35.16509388339278
13,0.0226537217,0.119628,0.014603855999999998,0.0018163238400000002,0.000229664652,19.7402388329004,54.31,0.017125738141957777,0.004050736386947505,0.0007240448895401305,0.00011588828728305336,1.4537482684196865,37.38402687599965
14,0.0242718447,0.118352,0.014304704,0.0017632734080000002,0.0002212327821,19.514029430349698,57.558,0.01725705368543258,0.0040773600853554305,0.0007281074074418015,0.00011644028153621389,1.4860024353667072,38.48828372354352
15,0.0258899676,0.117618,0.0141339,0.00173319252,0.0002164822786,19.3142642833037,61.582,0.01732646190894964,0.004090464030153788,0.0007299580003677683,0.00011667182811148574,1.5163081640806777,40.57560419335312
16,0.0275080906,0.116544,0.013884359999999998,0.0016893028800000001,0.0002095583938,19.123789224016498,65.022,0.01738269893377384,0.004098750480072907,0.0007306675304258459,0.00011667918002139152,1.5366349428977297,41.68151706529964
17,0.0291262136,0.115532,0.013646847999999998,0.001647134336,0.0002028479801,18.9200540005359,68.835,0.017306197747641763,0.004077764354524059,0.0007264819505183561,0.00011595120462113708,1.5601124788384337,43.41989246948984
18,0.0307443366,0.11494,0.013510952,0.0016234698880000001,0.0001991442015,18.721657622847,72.435,0.017321906605464902,0.004076150935888925,0.0007253836967994813,0.0001156655531338231,1.5869705277171204,44.290263065400744
19,0.0323624595,0.11415,0.01332922,0.001591732392,0.0001941601138,18.518260540687198,77.224,0.01730019643809853,0.004063069041209317,0.0007219008411845367,0.00011495912043556359,1.5877988944317072,45.74199552002685
20,0.0339805825,0.11311,0.013089931999999999,0.0015499770639999999,0.0001876138886,18.343077972594898,81.501,0.01721500090782038,0.004035327221076021,0.0007158546781587265,0.0001138504383684076,1.5999657127841886,47.15132284725685
21,0.0355987055,0.11248000000000001,0.012946567999999999,0.00152523616,0.00018377721390000002,18.164416991158,85.995,0.017178844917884125,0.004022410171646465,0.0007128989110438803,0.00011329185595850839,1.5944352199635472,48.799306832652334
