p,m1,m2,m3,m4,s,t,m1_std,m2_std,m3_std,m4_std,s_std,t_std
0.0001008776,1.0,1.0,1.0,1.0,0.0,201.862,0.0,0.0,0.0,0.0,0.0,199.35284425488516
0.0002017553,1.0,1.0,1.0,1.0,0.0,401.254,0.0,0.0,0.0,0.0,0.0,277.48980896256
0.0003026329,0.9999995,0.99999900025,0.9999985007499,0.9999980014995,0.949,612.818,1.581138830087789e-05,3.1614870907520647e-05,4.741045098236455e-05,6.319813484985951e-05,0.22010780869257543,351.56769293938055
0.0004035105,0.9999995,0.99999900025,0.9999985007499,0.9999980014995,0.949,820.371,1.581138830087789e-05,3.1614870907520647e-05,4.741045098236455e-05,6.319813484985951e-05,0.22010780869257543,408.12183817310455
0.0005043882,0.9999995,0.99999900025,0.9999985007499,0.9999980014995,0.949,1026.095,1.581138830087789e-05,3.1614870907520647e-05,4.741045098236455e-05,6.319813484985951e-05,0.22010780869257543,456.3978669844855
0.0006052658,0.999999,0.9999980005,0.9999970014998001,0.9999960029989999,0.949,1225.229,2.2349485441509194e-05,4.468779614024957e-05,6.701493656622607e-05,8.933091565913279e-05,0.22010780869257543,506.39690597927745
0.0007061434,0.999999,0.9999980005,0.9999970014998001,0.9999960029989999,0.949,1439.994,2.2349485441509194e-05,4.468779614024957e-05,6.701493656622607e-05,8.933091565913279e-05,0.22010780869257543,538.3621195215502
0.0008070211,0.999999,0.9999980005,0.9999970014998001,0.9999960029989999,0.949,1641.851,2.2349485441509194e-05,4.468779614024957e-05,6.701493656622607e-05,8.933091565913279e-05,0.22010780869257543,573.786381513722
0.0009078987,0.999999,0.9999980005,0.9999970014998001,0.9999960029989999,0.949,1839.32,2.2349485441509194e-05,4.468779614024957e-05,6.701493656622607e-05,8.933091565913279e-05,0.22010780869257543,618.6375692132202
0.0010087764,0.999999,0.9999980005,0.9999970014998001,0.9999960029989999,0.949,2047.865,2.2349485441509194e-05,4.468779614024957e-05,6.701493656622607e-05,8.933091565913279e-05,0.22010780869257543,653.4542564252225
0.001109654,0.9999985,0.99999700075,0.9999955022497,0.9999940044985,0.949,2246.094,2.7358700599595775e-05,5.4703721848877135e-05,8.20350692196393e-05,0.00010935275365530233,0.22010780869257543,693.1008569912186
0.0012105316,0.999998,0.999996001,0.9999940029996,0.999992005998,0.949,2457.902,3.157525925463263e-05,6.313473087962776e-05,9.46784211900546e-05,0.00012620634281600013,0.22010780869257543,731.6538141086257
0.0013114093,0.999998,0.999996001,0.9999940029996,0.999992005998,0.949,2651.619,3.157525925463263e-05,6.313473087962776e-05,9.46784211900546e-05,0.00012620634281600013,0.22010780869257543,763.6798588189723
0.0014122869,0.999998,0.999996001,0.9999940029996,0.999992005998,0.949,2849.49,3.157525925463263e-05,6.313473087962776e-05,9.46784211900546e-05,0.00012620634281600013,0.22010780869257543,797.7823177574991
0.0015131645,0.999998,0.999996001,0.9999940029996,0.999992005998,0.949,3046.669,3.157525925463263e-05,6.313473087962776e-05,9.46784211900546e-05,0.00012620634281600013,0.22010780869257543,819.0000124905121
0.0016140422,0.9999975,0.99999500125,0.9999925037495,0.9999900074975,0.949,3246.223,3.5284486605225355e-05,7.055133096715624e-05,0.00010580054014268863,0.0001410321282456099,0.22010780869257543,829.9659358827483
0.0017149198,0.9999969999999999,0.9999940015,0.9999910044994,0.9999880089969999,0.949,3452.45,3.8632790379329184e-05,7.724626436344086e-05,0.00011584042967894492,0.0001544153017789343,0.22010780869257543,859.0444323996498
0.0018157974,0.9999969999999999,0.9999940015,0.9999910044994,0.9999880089969999,0.949,3642.671,3.8632790379329184e-05,7.724626436344086e-05,0.00011584042967894492,0.0001544153017789343,0.22010780869257543,884.1448177859876
0.0019166751,0.9999965,0.9999930017499999,0.9999895052493,0.9999860104964999,0.949,3850.372,4.170718750393729e-05,8.339352141413327e-05,0.00012505901007201265,0.00016670367016047551,0.22010780869257543,900.6801865337187
0.0020175527,0.9999965,0.9999930017499999,0.9999895052493,0.9999860104964999,0.949,4044.205,4.170718750393729e-05,8.339352141413327e-05,0.00012505901007201265,0.00016670367016047551,0.22010780869257543,915.0499042687796
0.0021184303,0.9999965,0.9999930017499999,0.9999895052493,0.9999860104964999,0.949,4243.762,4.170718750393729e-05,8.339352141413327e-05,0.00012505901007201265,0.00016670367016047551,0.22010780869257543,934.8133842748614
0.002219308,0.9999965,0.9999930017499999,0.9999895052493,0.9999860104964999,0.949,4444.467,4.170718750393729e-05,8.339352141413327e-05,0.00012505901007201265,0.00016670367016047551,0.22010780869257543,957.4024746204745
0.0023201856,0.999996,0.9999920019999999,0.9999880059992,0.9999840119960001,0.949,4645.983,4.45644026773187e-05,8.910652315329392e-05,0.0001336263703408147,0.00017812396206563883,0.22010780869257543,975.514361237178
0.0024210633,0.999996,0.9999920019999999,0.9999880059992,0.9999840119960001,0.949,4864.741,4.45644026773187e-05,8.910652315329392e-05,0.0001336263703408147,0.00017812396206563883,0.22010780869257543,1009.3128852934652
0.0025219409,0.999996,0.9999920019999999,0.9999880059992,0.9999840119960001,0.949,5063.525,4.45644026773187e-05,8.910652315329392e-05,0.0001336263703408147,0.00017812396206563883,0.22010780869257543,1032.9796349886578
0.0026228185,0.999996,0.9999920019999999,0.9999880059992,0.9999840119960001,0.949,5255.98,4.45644026773187e-05,8.910652315329392e-05,0.0001336263703408147,0.00017812396206563883,0.22010780869257543,1047.0100991622514
0.0027236962,0.9999955,0.9999910022499999,0.9999865067491001,0.9999820134955001,0.949,5463.466,4.724385655280517e-05,9.446409117733448e-05,0.0001416607133223375,0.00018883374188541553,0.22010780869257543,1067.6787132272889
0.0028245738,0.9999955,0.9999910022499999,0.9999865067491001,0.9999820134955001,0.949,5667.895,4.724385655280517e-05,9.446409117733448e-05,0.0001416607133223375,0.00018883374188541553,0.22010780869257543,1075.8420414136417
0.0029254514,0.9999955,0.9999910022499999,0.9999865067491001,0.9999820134955001,0.949,5866.104,4.724385655280517e-05,9.446409117733448e-05,0.0001416607133223375,0.00018883374188541553,0.22010780869257543,1094.610702384082
0.0030263291,0.9999955,0.9999910022499999,0.9999865067491001,0.9999820134955001,0.949,6067.988,4.724385655280517e-05,9.446409117733448e-05,0.0001416607133223375,0.00018883374188541553,0.22010780869257543,1112.150152550373
0.0031272067,0.9999955,0.9999910022499999,0.9999865067491001,0.9999820134955001,0.949,6272.415,4.724385655280517e-05,9.446409117733448e-05,0.0001416607133223375,0.00018883374188541553,0.22010780869257543,1140.3552160593626
0.0032280843,0.9999955,0.9999910022499999,0.9999865067491001,0.9999820134955001,0.949,6474.014,4.724385655280517e-05,9.446409117733448e-05,0.0001416607133223375,0.00018883374188541553,0.22010780869257543,1161.4933545296826
0.003328962,0.9999955,0.9999910022499999,0.9999865067491001,0.9999820134955001,0.949,6694.032,4.724385655280517e-05,9.446409117733448e-05,0.0001416607133223375,0.00018883374188541553,0.22010780869257543,1163.3785345237332
0.0034298396,0.9999955,0.9999910022499999,0.9999865067491001,0.9999820134955001,0.949,6882.889,4.724385655280517e-05,9.446409117733448e-05,0.0001416607133223375,0.00018883374188541553,0.22010780869257543,1168.6713119240642
0.0035307172,0.9999955,0.9999910022499999,0.9999865067491001,0.9999820134955001,0.949,7080.323,4.724385655280517e-05,9.446409117733448e-05,0.0001416607133223375,0.00018883374188541553,0.22010780869257543,1184.1440638008673
0.0036315949,0.999995,0.9999900024999999,0.999985007499,0.999980014995,0.949,7285.216,4.9774265212835845e-05,9.952364329305575e-05,0.00014924814419551278,0.00019894778782995505,0.22010780869257543,1209.7113957490053
0.0037324725,0.999995,0.9999900024999999,0.999985007499,0.999980014995,0.949,7492.953,4.9774265212835845e-05,9.952364329305575e-05,0.00014924814419551278,0.00019894778782995505,0.22010780869257543,1227.6101634902288
0.0038333501,0.999995,0.9999900024999999,0.999985007499,0.999980014995,0.949,7687.174,4.9774265212835845e-05,9.952364329305575e-05,0.00014924814419551278,0.00019894778782995505,0.22010780869257543,1244.761799567154
0.0039342278,0.999995,0.9999900024999999,0.999985007499,0.999980014995,0.949,7892.753,4.9774265212835845e-05,9.952364329305575e-05,0.00014924814419551278,0.00019894778782995505,0.22010780869257543,1258.768838579975
0.0040351054,0.999995,0.9999900024999999,0.999985007499,0.999980014995,0.949,8087.602,4.9774265212835845e-05,9.952364329305575e-05,0.00014924814419551278,0.00019894778782995505,0.22010780869257543,1285.8338758767995
0.0041359831,0.999995,0.9999900024999999,0.999985007499,0.999980014995,0.949,8286.798,4.9774265212835845e-05,9.952364329305575e-05,0.00014924814419551278,0.00019894778782995505,0.22010780869257543,1301.9797150395138
0.0042368607,0.999995,0.9999900024999999,0.999985007499,0.999980014995,0.949,8488.752,4.9774265212835845e-05,9.952364329305575e-05,0.00014924814419551278,0.00019894778782995505,0.22010780869257543,1315.2236211647316
